program,requirement_type,concentration_or_minor_name,semester_suggested,course_id,course_title,credit_hours,gen_ed_area,is_elective_slot,eligible_courses,min_grade,footnotes
Electrical Engineering,baseline,,junior_spring,,Concentration Course,3,,True,From selected EE concentration,,
Electrical Engineering,baseline,,junior_spring,,Restricted Elective,3,,True,"EE 303, EE 305, EE 306, EE 307, EE 308, EE 404, >= ME 2xx except 481, >= CE 2xx",,Restricted electives per concentration rules.
Electrical Engineering,baseline,,senior_fall,,Concentration Lab Course OR eligible 5xx-6xx grad course (if in 5-yr prgm),3,,True,From selected concentration or 5xx-6xx with MinGrade B if in 5-yr program,,
Electrical Engineering,baseline,,senior_fall,EE 403,Feedback System Analysis/Design,3,,False,,C,MinGrade of C required.
Electrical Engineering,baseline,,senior_fall,,Concentration Course OR eligible 5xx-6xx grad course (if in 5-yr prgm),3,,True,From selected concentration or 5xx-6xx with MinGrade B,,
Electrical Engineering,baseline,,senior_fall,,Humanities Elective,3,II,True,See General Education Requirements Area II Humanities list,,See General Education Requirements section for eligible courses.
Electrical Engineering,baseline,,senior_fall,,Concentration Course OR eligible 5xx-6xx grad course (if in 5-yr prgm),3,,True,From selected concentration or 5xx-6xx with MinGrade B,,
Electrical Engineering,baseline,,senior_spring,,Concentration Course,3,,True,From selected concentration,,
Electrical Engineering,baseline,,senior_spring,,Restricted Elective,3,,True,"EE 303, EE 305, EE 306, EE 307, EE 308, EE 404, >= ME 2xx except 481, >= CE 2xx",,
Electrical Engineering,baseline,,senior_spring,,Concentration Course,3,,True,From selected concentration,,
Electrical Engineering,baseline,,senior_spring,,"MTH 237, 303, 452, (MTH 453 or ST 453), PHY 303",3,,True,MTH 237; MTH 303; MTH 452; MTH 453; ST 453; PHY 303,,Choose one advanced math/physics course.
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 303,Electromagnetic Field Theory,3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 305,Semiconductor Engineering I,3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,,EE 340L or 360L,1,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 350,VLSI Design & Testing,3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 404,Communication Theory,3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 431,Semiconductor Engg II (or EE 531 Adv Semiconductor Engg w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 451,Integrated Circuit Fabrication (or EE 551 w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 451L,Integrated Circuit Fab Lab,1,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 470,Engg Analysis & Design I [CS],2,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,EE 471,Engg Analysis & Design II [CS],2,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,,EE 4xx not already required (or EE 5xx-6xx w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Microelectronic-VLSI,,ME 481,Quality & Reliability Assurance,3,,False,,C,(3) overlap with baseline restricted elective
Electrical Engineering,concentration,Microelectronic-VLSI,,,>= ME 2xx except 481 OR >= CE 2xx,3,,False,,C,(3) overlap with baseline restricted elective
Electrical Engineering,concentration,Computer Engineering,,CS 215,Data Structures,3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,CS 384,Operating Systems,3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,,CS 4xx not already required (or CS 5xx-6xx w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 303,Electromagnetic Field Theory,3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 305,Semiconductor Engineering I,3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,,EE 340L or 360L,1,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,,EE 350 or EE 4xx not already required (or EE 5xx-6xx w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 404,Communication Theory (or EE 504 w/ MinGrd B if in 5-yr prgm),3,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 405L,Simulation Techniques,1,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 470,Engg Analysis & Design I [CS],2,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,EE 471,Engg Analysis & Design II [CS],2,,False,,C,
Electrical Engineering,concentration,Computer Engineering,,ME 481,Quality & Reliability Assurance,3,,False,,C,(3) overlap with baseline restricted elective
Electrical Engineering,concentration,Computer Engineering,,,>= ME 2xx except 481 OR >= CE 2xx,3,,False,,C,(3) overlap with baseline restricted elective
Electrical Engineering,concentration,General,,EE 303,Electromagnetic Field Theory,3,,False,,C,
Electrical Engineering,concentration,General,,EE 305,Semiconductor Engineering I,3,,False,,C,
Electrical Engineering,concentration,General,,,EE 340L or 360L,1,,False,,C,
Electrical Engineering,concentration,General,,,EE 350 or EE 4xx not already required,3,,False,,C,
Electrical Engineering,concentration,General,,EE 404,Communication Theory,3,,False,,C,
Electrical Engineering,concentration,General,,EE 405L,Simulation Techniques,1,,False,,C,
Electrical Engineering,concentration,General,,EE 410,Microwave Engineering,3,,False,,C,
Electrical Engineering,concentration,General,,EE 470,Engg Analysis & Design I [CS],2,,False,,C,
Electrical Engineering,concentration,General,,EE 471,Engg Analysis & Design II [CS],2,,False,,C,
Electrical Engineering,concentration,General,,,EE 4xx not already required,3,,False,,C,
Electrical Engineering,concentration,General,,,EE 4xx not already required,3,,False,,C,
Electrical Engineering,concentration,General,,ME 481,Quality & Reliability Assurance,3,,False,,C,(3) overlap
Electrical Engineering,concentration,General,,,>= ME 2xx except 481 OR >= CE 2xx,3,,False,,C,(3) overlap
Electrical Engineering,concentration,Nuclear Power,,EE 303,Electromagnetic Field Theory,3,,False,,C,(3) overlap
Electrical Engineering,concentration,Nuclear Power,,EE 306,Survey of Energy Systems,3,,False,,C,(3) overlap
Electrical Engineering,concentration,Nuclear Power,,EE 307,Fund of Nuclear Engg (also ME 307),3,,False,,C,(3) overlap
Electrical Engineering,concentration,Nuclear Power,,EE 308,Thermal Systems Engg,3,,False,,C,(3) overlap
Electrical Engineering,concentration,Nuclear Power,,EE 340L,Energy Conversion Laboratory,1,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 405L,Simulation Techniques,1,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 420,Power Systems I,3,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 421,Power Systems II,3,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 460,Nuclear Reactor Engg I (also ME 460),3,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 461,Nuclear Reactor Engg II (also ME 461),3,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 470,Engg Analysis & Design I [CS],2,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,EE 471,Engg Analysis & Design II [CS],2,,False,,C,
Electrical Engineering,concentration,Nuclear Power,,ME 481,Quality & Reliability Assurance,3,,False,,C,
