program,requirement_type,concentration_or_minor_name,semester_suggested,course_id,course_title,credit_hours,gen_ed_area,is_elective_slot,eligible_courses,min_grade,footnotes
Business Administration,concentration,Management Information Systems,,MIS 331,Info System Analysis and Design,3,,False,,D,
Business Administration,concentration,Management Information Systems,,MIS 345,Database Management System,3,,False,,D,
Business Administration,concentration,Management Information Systems,,MIS 356,Data Communication/Networking,3,,False,,D,
Business Administration,concentration,Management Information Systems,,MIS 479,Intro Object-Oriented Programming,3,,False,,D,
Business Administration,concentration,Management Information Systems,,MIS 489,System Development Project,3,,False,,D,
Business Administration,concentration,Management Information Systems,,,MIS 3xx-4xx Elective (CS 2xx-4xx also accepted),3,,True,MIS 3xx-4xx or CS 2xx-4xx,D,
Business Administration,concentration,Business Analytics,,BAN 450,Business Analytics Project,3,,False,,D,
Business Administration,concentration,Business Analytics,,CS 102,Introduction to Programming I,3,,False,,D,
Business Administration,concentration,Business Analytics,,ETR 323,AI Unleashed by You,3,,False,,D,
Business Administration,concentration,Business Analytics,,LSM 201,Introduction to Logistics & Supply Chain Management,3,,False,,D,
Business Administration,concentration,Business Analytics,,MIS 331,Information Systems Analysis and Design,3,,False,,D,
Business Administration,concentration,Business Analytics,,MIS 345,Database Management Systems,3,,False,,D,
Business Administration,concentration,Business Analytics,,MIS 479,Introduction to Object Oriented Programming,3,,False,,D,
Business Administration,concentration,Business Analytics,,,Quantitative Methods (choose 1),3,,True,MTH 335; ST 355; MGT 397; ECO 272,D,
Business Administration,concentration,Business Analytics,,,International/Global course (choose 1),3,,True,MGT 458; MKT 464; MGT 465; ECO 446; FIN 487; ACC 461; LSM 409,D,
Business Administration,minor,Business Administration Minor,,ACC 203,Introduction to Accounting I,3,,False,,D,
Business Administration,minor,Business Administration Minor,,ACC 204,Introduction to Accounting II,3,,False,,D,
Business Administration,minor,Business Administration Minor,,BUS 338,Federal Contracting,3,,False,,D,
Business Administration,minor,Business Administration Minor,,FIN 315,Principles of Finance,3,,False,,D,
Business Administration,minor,Business Administration Minor,,MGT 315,Principles of Management,3,,False,,D,
Business Administration,minor,Business Administration Minor,,MKT 315,Principles of Marketing,3,,False,,D,
Business Administration,minor,Business Administration Minor,,,Economics requirement,3-6,,True,ECO 200 or (ECO 231 and ECO 230). The economics course taken to fulfill GenEd cannot be used for the minor.,D,
